Full URL,Page Type / AEM Template,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.spglobal.com/automotive-insights/en/blogs/2025/01/luxury-car-market-lexus-outperforms-rivals,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Competitive landscape|Market segmentation insights,Automotive industry forecast and analysis,,,/Automotive OEMs,/Competitive intelligence|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/01/nada-show-2025-accelerate-your-sales-cycle,Blog or Automotive Insights,Sales solutions,,,,,,/Events and webinars|/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/01/trucking-industry-forecast-for-the-next-decade-and-beyond,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,,Automotive industry forecast and analysis|Commercial vehicle market,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/01/us-automotive-inventory-levels-2024,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive consumer trends,Automotive industry forecast and analysis|Automotive consumer trends,,,,,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/01/volkswagen-union-negotiations-deal-germany,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates,Automotive industry forecast and analysis|Automotive consumer trends,Automotive industry forecast and analysis|Automotive consumer trends,,,,,,/Short-form article,,,,Europe,Europe,Germany
https://www.spglobal.com/automotive-insights/en/blogs/2025/01/where-are-ev-battery-prices-headed-in-2025-and-beyond,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV battery technology | Pricing trends,EV battery technology,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/2025-commercial-vehicle-industry-forecast-europe,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,,Automotive industry forecast and analysis|Commercial vehicle market,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/29th-annual-automotive-loyalty-awards,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Events and webinars|/Analysis and reports,Loyalty,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/beyond-the-buzz-ai-in-the-automotive-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Future of mobility,,,/Automotive OEMs,/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/bridging-gaps-carbon-reporting-automotive-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Regulations and compliance | Automotive sustainability and ESG,Automotive sustainability,/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/byd-in-europe-expansion,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Global automotive markets | Competitive landscape,Automotive industry forecast and analysis,,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/electric-vehicle-industry-in-india-shows-promising-growth,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Global automotive markets,Automotive industry forecast and analysis|Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/electric-vehicle-market-trends-conquest-insights,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Competitive landscape,Electric vehicle industry,,,/Automotive OEMs,/Market analyst|/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/geopolitics-ai-level-4-autonomy,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/incentives-affordability-vehicle-marketing,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Pricing trends|Dealer and retail trends,Automotive consumer trends,,,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/Marketing and media agencies,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/semiconductor-tariffs-impact-automotive-costs,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy | Automotive semiconductors,Automotive supply chain|Supply chain resilience,/Policy,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/02/strategies-to-grow-customer-loyalty-automotive-industry,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty,Automotive consumer trends,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst|/Dealer / retailer,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/2024-us-commercial-vehicle-market-stability-ev-growth,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Automotive industry forecast and analysis|Commercial vehicle market,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/canada-electric-vehicle-industry-insights,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Market segmentation insights|EV adoption,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,Canada
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/electrification-electric-vehicle-trends-united-states,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/hydrogen-trucks-in-india-green-hydrogen-potential,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive sustainability and ESG,Automotive sustainability,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/hyundai-investment-us-localization-efforts,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates,Market volatility trends,Automotive industry forecast and analysis,,,,,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/india-ev-market-trends-future,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/metal-tariffs-automotive-industry-impact,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/more-oems-expected-to-push-level-3-autonomy,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/03/tesla-robotaxi-bold-vision-significant-roadblocks,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/OEM strategist|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/auto-supply-chain-suppliers-mergers,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive supply chain disruption and resilience | Market volatility trends,Automotive supply chain|Supply chain resilience,,,/Automotive suppliers and supply chain,/Supply chain analyst|/Business development,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/byd-charges-ahead-super-e-platform,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Electric vehicle industry|Future of mobility,,,/Automotive OEMs,/Product planner|/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/catl-byd-battery-tech-news,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates,EV battery technology | Competitive landscape,EV battery technology,,,/Automotive suppliers and supply chain,/Business development|/Technical specialists,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/future-of-automotive-procurement-key-trends,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain risk management|Automotive supply chain disruption and resilience,Automotive supply chain|Supply chain resilience,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Procurement|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/hyundai-pleos-software-launch-shifts-mobility-game,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates,Software defined vehicles (SDV),Software-defined vehicles,,,/Automotive OEMs,/OEM strategist|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/lexus-german-cars-luxury-car-buyers-behavior,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Consumer behavior insights,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/04/suppliers-outpace-automaker-profits-q4-2024,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Automotive industry forecast and analysis|Automotive supply chain,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/05/autonomous-vehicles-and-rising-consumer-trust,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS|Consumer behavior insights,Future of mobility,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/05/average-age-of-vehicle-in-us,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Automotive industry forecast and analysis,,,,,,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/05/benchmarking-guide-software-defined-vehicles,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Software defined vehicles (SDV),Software-defined vehicles,,,/Automotive OEMs,/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/05/california-advanced-clean-cars-zev-rules,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance | Automotive sustainability and ESG,Automotive sustainability,/Policy|/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/05/commercial-vehicle-forecast-cut-2025-tariffs-economy,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,Automotive tariffs and trade policy|Macro-economic drivers|Automotive industry forecast and analysis,Automotive industry forecast and analysis|Commercial vehicle market,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
